"NARRATOR: April 20th, 1918: In the skies over northern France, Allied and German fighter aircraft are locked in a ferocious dogfight.",1
" One of the contenders in this aerial battle is the legendary German ace, Manfred von Richthofen: the Red Baron. ",1
His distinctive red Fokker triplane is in hot pursuit over the Somme Valley; in its sights are two British Sopwith Camel fighters.,1
" First one, and then the second are swiftly eliminated by the deadly marksman. ",1
They are the 79th and 80th kills of the Red Baron's career.,1
"Protecting German reconnaissance flights, Manfred von Richthofen, Germany's greatest ace, has brought his feared ""flying circus"" up to the front. ",2
"Opposing them are Royal Air Force squadrons flying the Sopwith Camel, one of the nimblest fighters ever built. ",2
"Back then, in 1914, the fragile air forces of Europe's opposing nations were little more than a sideshow. ",2
"But after four years of rapid innovation, the first fighter airplanes were now efficient killing machines and their pilots, celebrated ""knights of the air.""",2
The cost was horrific. ,2
Thousands of airmen burned bright but died young. ,2
The most famous and feared of all was Manfred von Richthofen.,2
" entered World War I, and the first American troops landed in France",3
" Eventually, American arms would turn the tide against Germany, but in the spring of 1918, the Germans launch one final offensive to break the stalemate of the trench war",3
"On the morning of April 21st, Manfred von Richthofen, the Red Baron, takes off with a formation of Fokker Dr 1 fighters",2
" Meanwhile, a British Royal Air Force patrol of Sopwith Camel fighters is climbing high over the front lines",2
" A dogfight begins and Allied troops in the trenches below see a Sopwith Camel break away, chased by a distinctive red Fokker triplane",2
"The Red Baron pursues his quarry, piloted by Lieutenant Wilfrid May, deep into Allied territory",2
" But as the Baron prepares to strike, a second Camel piloted by Captain Roy Brown dives steeply to intercept him",2
 Bursts of machine gun fire from ground and air erupt across the Somme Valley,2
" But instead of Lieutenant May spinning to his death, it is the red triplane that has plummeted from the sky",2
"Ten days before his 26th birthday, Manfred von Richthofen is dead",2
" The great pilot and tactician had broken one of his own key rules, pursuing a risky low-level chase into enemy territory",2
"BARON HERMANN VON RICHTHOFEN (Great Nephew of Manfred von Richtofen): Manfred, of course, was a human being, and a human being is not without faults",4
" And he had been very serious about the question of life and death, and he must have known that one day he would be a victim himself",4
SUZANNE FISCHER (Historian): At the end he was feeling very fatalistic,4
" On his last leave, his mother was going with him to a family gathering and he mentioned that he had a toothache",4
" She told him to go to the dentist, and he said, ""No, it really doesn't matter anymore",4
 He knew then that he would never come back,4
NARRATOR: A feeding frenzy of souvenir hunters scavenged the red triplane as rumors flew that von Richthofen was dead,2
 It was a huge propaganda coup for the Allies,2
 But who shot down the legendary Red Baron?,2
That question has divided aviation buffs and historians for decades,2
"Wasting no time, RAF 209 Squadron pressed home the claim of their man, Captain Roy Brown, citing his combat report as evidence",2
"CAPTAIN ROY BROWN (RAF Pilot, in written report): I dived on a pure red triplane which was firing on Lieutenant May",2
" I got a long burst into him, and he went down vertical and was observed to crash by Lieutenant May",2
"DENNY MAY (Son of Lieutenant Wilfrid May): My dad was totally convinced, to his dying day, that Roy Brown was the person that shot down the Red Baron",2
" He never wavered from that, nor did he have any facts to tell him any different from that",2
"NARRATOR: For his daring attack on von Richthofen's tail, Captain Roy Brown was officially credited by the Board of Inquiry with the famous kill",2
" The Canadian airman became celebrated as the pilot who shot down the Red Baron, but there were dissenting voices",2
 Several Australian gunners claimed to have brought down the triplane when they fired on it from the Morlancourt Ridge overlooking the river Somme,2
"On the day of his death, several medical officers examined von Richthofen's body",2
 The Baron had been killed by a single ,2
"303 bullet that entered below the right armpit and passed forward and up through his chest, emerging just below the left nipple",2
"On his return to base, Captain Roy Brown discussed his attack with Lieutenant May, the Baron's intended victim",2
"DENNY MAY: Roy and my dad had talked, and Roy had told him that he had brought his aircraft down at a very steep angle to intercept them as they were going along",2
" And he came in from behind and attacked, made a quick pass at the Red Baron, fired some shots and was out of the picture almost immediately",2
"NARRATOR: The crucial question that has perplexed investigators is whether Captain Brown, attacking from above and behind, could have fired the fatal shot",2
" And if Brown were not responsible, which of the many Allied soldiers on the ground was in a position to have killed the legendary Red Baron?",2
Manfred von Richthofen was born into minor Prussian nobility,2
 His father was a cavalry officer and young Manfred inherited the hunter's appetite and instinct,5
BARON HERMANN VON RICHTHOFEN: He had a very happy youth,5
" He was athletic, he was strong, he was joyful, and he very much liked shooting, riding, swimming드ll that young boys do",5
"SUZANNE FISCHER: His father used to take him hunting as a small boy, and he was very successful, even as a child",5
 His sister once said that he had the eyes of an eagle,5
NARRATOR: His destiny seemed clear,5
" He would join the Imperial German Army, where his athleticism and horsemanship would lead him into the cavalry",5
"When the Great War began, the traditional role for cavalry was reconnaissance",6
 But a new war demanded new tactics,6
 Stalemate between the trenches and miles of barbed wire soon made mounted troops obsolete,6
" So the new technology of aviation took on the vital role of spotting enemy trenches, artillery and troop movements",6
 Aircraft became the eyes and ears of battle,6
 KING (Imperial War Museum): They were scouting pilots,6
 And of course there was some reticence from high command든specially from the old cavalry officers듮hat aircraft would be of any use whatsoever,6
" And they were very much seen as something experimental, something fancy, and, ""we will stick with the tradition, thank you very much",6
"NARRATOR: But in only the second month of the war, air reconnaissance revealed the hidden direction of the German advance on Paris",6
 The early air forces had proved their worth,6
" Yet these aircraft were still fragile, underpowered and unarmed",6
 Pilots and observers took to the skies brandishing rifles and service revolvers,6
 The aerial arms race was about to begin,6
"SIMON MOODY (RAF Museum, Hendon): As they tended to meet aircraft in the air more often, these pilots and observers decided to take it on themselves to have a pop",6
" As a soldier, it was a natural thing to do, to try and shoot at your enemy who, after all, is the opposing side and you're supposed to be killing",6
"NARRATOR: Stranded in the cavalry, von Richthofen envied the exploits of the new knights of the air, the young men who took to the skies to gather vital information for the ground forces below",6
"BARON HERMANN VON RICHTHOFEN: He got bored, and he wanted to have a more exciting role in this war",5
 And he thought to be trained as a pilot would take much too long a time,5
" He wanted to have it now, and therefore he was quite happy going on reconnaissance and bomber flights as a companion but not as a pilot",5
"NARRATOR: Von Richthofen transferred to the German Air Service and in May, 1915, traveled to Cologne to join an observer flight-training program",5
"BARON MANFRED VON RICHTHOFEN (The Red Baron, German Air Service Pilot, excerpt from his autobiography The Red Air Fighter): I sat in an airplane for the first time",5
 The blast of wind from the propeller disturbed me greatly,5
 Everything flew away from me,5
" My flying jacket slipped off, my muffler was too loose",5
" In short, I was miserable",5
NARRATOR: It was an unpromising debut,5
" But von Richthofen would soon get the chance to show his true talents, his hunter's instinct and deadly marksmanship",5
The machine gun had transformed the ground war,5
 Was there a way to somehow get it airborne?,5
"ALEX IMRIE (Aviation Historian): They had to devise some means of firing a gun through the rotating propeller, rigidly fixed to the airplane so that it could be steered by steering the airplane",5
 And of course the big problem was propeller avoidance,5
"NARRATOR: The breakthrough came with a dashing young French aviator named Roland Garros, already famous for winning a string of air races in the pioneer days before the war",7
" Now he had become a test pilot for Raymond Saulnier, a leading aircraft designer",7
Saulnier was experimenting with various devices that would allow a gun to fire safely through the path of a rotating propeller,7
" One simple, though crude solution was to fix metal deflector wedges to the propeller blades of his airplane",7
" KING: The idea being that when the machine gun fired, if a bullet hit the steel wedge, it would be deflected away from the wooden propeller",7
" Sometimes it split the bullet, sometimes it came back at you, so this was gutsy stuff",7
"NARRATOR: In February 1915, Garros intercepted a German reconnaissance aircraft",8
 Within seconds he sent it burning to the ground,8
 The kill was followed by at least two more victories,8
"ALEX IMRIE: Garros absolutely confounded the Germans, this airplane coming towards them with a rotating propeller, they thought they were perfectly safe, and suddenly it started spouting bullets",8
 So there was confusion in the ranks,8
NARRATOR: But his success was brief,8
" Soon after, his engine failed behind enemy lines and Garros was captured",8
" Meanwhile, a brilliant young Dutch designer working for the Germans, Anthony Fokker, came up with an improved solution to the firing problem",8
 Capturing Garros aroused German interest in Fokker's work,8
Fokker thought the steel wedges were too crude and risky,8
 A better idea was a mechanism that linked the spinning of the propeller to the firing of the gun,8
" In a few weeks Fokker perfected his so-called ""interrupter"" gear, an engine-driven system of cams and push-rods which operated the trigger of a Spandau machine gun",8
 The mechanism allowed the gun to fire only when the bullet would miss the propeller blades,8
Fokker had delivered to the Germans the Holy Grail of the air war: a synchronized forward-firing machine gun,8
"ANDY SEPHTON (Pilot, Shuttleworth Collection): You could put the line of the gun close to the line of the airplane, directly in the pilot's eye view",8
" So when he is actually pointing his airplane at the target, he was effectively looking straight down the line of his gun",8
"NARRATOR: By the autumn of 1915, the German Air Service had the upper hand",9
" With their synchronized front-firing gun, the Fokker monoplanes or ""Eindekkers"" were arriving at the front with their ambitious young pilots",9
 Among them were Max Immelmann and Oswald Boelcke,9
PETER HART (Imperial War Museum): Boelcke and Immelmann did begin to learn the language of aerial warfare,9
" The aircraft wasn't that good, but it was reasonably maneuverable, reasonably fast and best of all, it was great at diving, and that was what they actually used to devise some of the early fighter tactics",9
"NARRATOR: The young German aces were admired and envied by Manfred von Richthofen, who was still stuck as a gunner in twin-engine bombers",9
 He wanted to become an aerial fighter like Oswald Boelcke,9
Then a chance encounter with his idol changed Manfred's life,9
"BARON MANFRED VON RICHTHOFEN (The Red Baron, German Air Service Pilot, excerpt from his autobiography The Red Air Fighter): Among us, Boelcke was the only one who had shot down an enemy airman",9
" I asked, ""Tell me honestly, how do you really do it?"" To which he laughed and replied, ""Good heavens, it indeed is quite simple",9
" I fly in as close as I can, take good aim, shoot, and then he falls down",9
NARRATOR: Von Richthofen saw his destiny,10
"BARON HERMANN VON RICHTHOFEN: Boelcke told him, ""If you want to have my experience, you must fly, and you must become a pilot",10
 And then he decided to go through the training and become a pilot,10
"NARRATOR: While von Richthofen learned to fly, Boelcke and Immelmann were preying on Allied reconnaissance planes and inventing the first fighter tactics",10
"HAUPTMANN OSWALD BOELCKE (German Air Service pilot, excerpt from ""Boelcke's Dicta,"" published in 1916): ""Try to place yourself between the sun and the enemy",10
 Attack when the enemy least expects it,10
 Never turn your back and try to run,10
 Foolish acts of bravery only bring death,10
"PHILIP SABIN (King's College, London): Boelcke was really the father of aerial tactics",10
 The early years of the air war were the era of the lone hunters,10
" You had aces, in particular, who would go up, hide in clouds, look for a lone victim, pounce, try and take them by surprise and shoot them down",10
NARRATOR: Slow two-seater spotter planes like the British BE2C were particularly vulnerable,11
" KING: ""Beware of the Hun in the sun",11
 The British really had a problem on their hands,11
" They were being shot down to such an extent, actually, that the pilots were calling themselves ""Fokker fodder",11
" It was having an effect on morale, and we really needed to come up with some idea of how to tackle this",11
"NARRATOR: To counter the threat, Brigadier General Hugh Trenchard responded with a new tactic",11
 He ordered that all Allied reconnaissance planes had to be supported by at least three other armed aircraft,11
PETER HART: People realized that they had to work together in the air; they couldn't just fly willy-nilly about as they wished,11
 This was the whole idea of a formation,11
" You may have been weak on your own, but in numbers you were strong",11
NARRATOR: Greater safety in numbers gave the Allies a better chance,11
" But more aircraft in the skies meant an escalation of aerial combat, or dogfighting",11
"ANDY SEPHTON:	There is one rule really, which is to kill the other guy before he can kill you",11
" And if you can see him before he can see you, then that's ninety percent of the battle over",11
"NARRATOR: As the Great War entered the spring of its third year, both sides launched major offensives to break the stalemate between the trenches",12
"First came the German push of Verdun, then the Allied counter-offensive of the Somme",12
 Both failed,-1
" Epic, unrelenting slaughter would haunt a generation",12
 This was war unlike anything seen before,12
Eyes in the sky now counted more than ever to the armies on the ground,12
" New reconnaissance aircraft could transmit Morse code by wireless to the ground, delivering real-time intelligence that could help turn a battle",12
"PHILIP SABIN:	The reconnaissance aircraft were the only ones that carried wireless during the first world war",12
" And they were willing to pay the very significant weight penalty involved for these fragile aircraft, because of the tremendous military advantage it gave to be able to talk in real time to the artillery battery, to coordinate their fight, rather than having to spot the target and fly back and tell them where the target was, by which time, of course, it could well be too late",12
NARRATOR: Into this arena stepped Manfred von Richthofen,12
" Now qualified as a pilot, he cut his teeth flying support sorties, first in a two-seater, then in an Eindekker fighter",12
" But, as the carnage of Verdun and the Somme dragged on below, Allied pilots began flying new, speedy biplane fighters armed with synchronized machine guns",12
 The seesaw of technological advantage now swung back to the Allies,12
"The Germans, on the defensive, needed a new plan",12
" All eyes looked to their top ace, Oswald Boelcke",12
"PHILIP SABIN:	People like Boelcke had the idea of forming dedicated fighter groups듮he so called ""Jastas,"" with the best pilots and the best machines등hich would go off and hunt the Allied aircraft and could be concentrated on particular sectors of the front, so that even if the Germans were outnumbered overall, at the key points and the key times they might have at least numerical parity if not, sometimes, superiority",12
NARRATOR: Boelcke hand-picked his flyers,12
" One was the young man he'd inspired to become a fighter pilot, Manfred von Richthofen",12
 Boelcke drilled his new prot服乶 with his tactical principles,12
 His Jasta 2 squadron quickly notched up victory after victory,12
"PHILIP SABIN:	Boelcke was looking for aggressive, capable pilots with the killer instinct that really characterizes all successful fighter pilots",12
 They needed to have the situational awareness to know what was going on around them in a dogfight,12
 They needed to have good marksmanship,12
 All those things I think he saw듫articularly the marksmanship and the ruthlessness들n von Richthofen,12
"NARRATOR: Toward the end of 1916, the new Jastas were gaining the initiative",12
" With the arrival of the fast Albatros fighters in September, German air supremacy was regained",12
Boelcke doubled his score to 40 victories,12
" But at the height of success, he was killed in a mid-air collision with one of his own men",12
" A month later, Boelcke's successor was shot down by a British patrol",12
" Its leader, the skillful ace Lanoe Hawker, would soon be drawn into a fateful aerial duel",12
 His adversary was Manfred von Richthofen,12
"In just two months, Manfred had notched up his first ten kills",12
 Now the rising star took off in his Albatros and ambushed Hawker's DH2 squadron,12
 The wheel of fortune was about to turn again,12
SIMON MOODY: I think you can see this combat as being the end of an era in a sense,12
 It's marking the end of the aerial superiority that the British had managed to achieve over the battlefields of the Somme,12
" The DH2 is incredibly maneuverable and Hawker, obviously very talented",12
" Richthofen had the advantage of speed and armament, so what then happened was a deadly game of tail chasing",12
"BARON MANFRED VON RICHTHOFEN (The Red Baron, German Air Service Pilot, excerpt from his autobiography The Red Air Fighter): Both of us flying like madmen in a circle, first left then right",12
 I was acutely aware that I was not dealing with a beginner,12
" Finally, he tried to escape by flying in a zigzag course",12
 That gave me my chance,12
" My opponent fell, shot through the head, a mere 150 feet behind our line, another few minutes and he might have escaped",12
"BARON HERMANN VON RICHTHOFEN: Here Manfred really found somebody who was matching him, and he was the lucky one because in the end he could bring him down, but he really respected his competence and talent",12
"NARRATOR: Hawker, the daring British ace, was buried beside the wreckage of his airplane",12
 He was von Richthofen's eleventh kill,12
"SUZANNE FISCHER: He shot to kill whenever possible, because that was the best way of eliminating an enemy",12
" If you shoot down the plane, you still have to contend with the pilot, but if you got the man, then you got both",12
"NARRATOR: On January 10th, 1917, Manfred von Richthofen was appointed leader of his own squadron, Jasta 11",12
" Fast gaining a fearsome reputation, the new commander painted his Albatros bright red",12
