"NARRATOR: April 20th, 1918: In the skies over northern France, Allied and German fighter aircraft are locked in a ferocious dogfight.",1
 The legend of the Red Baron was born,12
BRADLEY M,-2
 KING: You needed to recognize each other,12
" And it's from that, that you start getting aircraft being painted either in squadron colors or in individual colors",12
 And for Richthofen to actually paint his aircraft completely red,12
it did become a talisman,12
SUZANNE FISCHER: One of the things that his men liked about him the best was that he would not let them down,12
" He was always there, always watching, always trying to get them to improve",12
 He would keep his eye on all of his men at the same time,12
" He could be engaged in a very difficult single combat, yet, when he came down on the ground, he was able to tell each man what he had done right and what he had done wrong",12
"NARRATOR: Throughout the spring of 1917, the German Jastas wreaked havoc",13
" On the ground, the Allies launched an attack on the stronghold of Vimy Ridge that cost both sides a total of some 30,000 casualties",13
The killing in the air was equally brutal,13
 Allied reconnaissance and fighter support for the offensive below was annihilated,13
" In a single week of what became known as ""Bloody April,"" the Royal Flying Corps lost 75 aircraft",13
 Its teenage pilots were often going into combat with as little as 18 hours flying time,13
 They learned fast or died,13
The life expectancy of a new pilot in 1917 was a matter of weeks,13
" Man for man, the proportion of those killed in action in the skies may have even exceeded the carnage in the trenches below",13
ALEX IMRIE: In the whole month they shot down 362 allied airplanes,1
" Richthofen and his men, and chaps in other units, they created havoc in April '17",3
 The Royal Flying Corps never had such serious losses; it was the worst month of the war for them,13
"NARRATOR: In Bloody April, Allied losses in the skies outnumbered the Germans' by four to one",13
 Von Richthofen's personal tally was now 52 kills,13
 He was the leading ace of the war,13
"PHILIP SABIN:	He didn't mind having a kill which was completely defenseless",1
" Indeed, he preferred it",3
" He would tend to avoid combat where he perceived any risk, but he would go in when he thought he was able to achieve his kill",13
" He would go in very, very close and fill the enemy with lead",13
"NARRATOR: In the wake of their severe losses, the British began delivering new aircraft to the front: the SE5A, a fast and powerful climber; the Sopwith Camel, one of the most maneuverable fighters ever; and the Bristol, a versatile two-seater that could hold its own as a fighter",13
 The pendulum of war began to swing back to the Allies,13
PETER HART: These aircraft were almost as good if not better than the Germans',13
 There was an essential parity of technology in the sky,13
" One British aircraft may have done something slightly better than another German aircraft, but it was swings and roundabouts",13
 And from that time on the war in the air was more about numbers,13
"NARRATOR: The Germans couldn't replace aircraft as quickly as their opponents could, so they tried a new tactic",13
 They combined Jasta squadrons into larger units that could be moved around to key pressure points on the front line,13
" These mobile fighter wings, the famed ""flying circuses,"" proved highly effective",13
 The first one was led by von Richthofen,13
" KING: They were like a fire fighting service, because they didn't have the numbers to be able to take on the British and the French everywhere along the line",13
" So what they did was, they would pack up their aircraft, go by road, set up camp around three or four airfields around a town, and fight until the danger was over and then move elsewhere",13
 So they were like a traveling circus,13
"NARRATOR: Despite the great success of the ""flying circus,"" von Richthofen was no longer so sure of his own invincibility",14
" In a skirmish with British two-seaters, the Baron suffered a severe head wound that nearly cost him his life",14
SUZANNE FISCHER: The head wound affected his personality pretty severely,14
" He started to have headaches frequently, depression",14
" He'd had a concussion, of course, and that affected his brain a little bit, but he started to become a little more grouchy, and for the first time he had a sense of his own mortality",14
 He knew that he was not going to survive the war,14
"NARRATOR: But in the remaining months of his life, the Baron acquired a vital new combat advantage",4
" Anthony Fokker, the designer, had been working on a revolutionary new fighter aircraft, the Dr 1 triplane",14
" In August 1917, he delivered it, personally, to von Richthofen",14
 The Dr 1's triple wing gave it the ability to climb rapidly and turn on a dime,14
" In von Richthofen's skillful hands, it was a lethal machine",14
"PHILIP SABIN:	It had tremendous advantages in maneuverability and von Richthofen would have liked it for that, because he was able to fly it to its limit and make almost certain that nobody could ever get on his tail",14
"NARRATOR: As the war entered its fourth year, the aerial arms race reached a climax",14
"War had transformed the fragile flying machines of 1914 into high-powered, heavily armed fighter airplanes",14
" By 1918, the skies above the western front witnessed a terrifying dance of death",
BRADLEY M,
 KING: This is the era of the dogfight,
" And some pilots said, actually, that by 1918, if there weren't sixty aircraft involved, you couldn't call it a dogfight",
" A great swirling beehive of activity and danger, in a box of air a mile square듬uite an extraordinary sight to see",
"NARRATOR: Such deadly aerial warfare was unimaginable back in 1905, when the Wright brothers' offer to develop a military aircraft had been rejected",
 The United States had fewer than 300 unarmed airplanes when President Wilson declared war on Germany in April 1917,
It took a year before regular U,
S,
" squadrons arrived at the front, flying mostly French-built fighters",
 Two American squadrons flew British Sopwith Camels and were attached to the RAF,
 Aces like Eddie Rickenbacker would soon become America's first war heroes of the air,
Germany was determined to counter the mounting Allied threat before American arms could prove decisive,
 The final German offensive of the war began in the spring of 1918,
" More than ever, the German forces relied on their mobile flying circuses to clear Allied planes from the skies",
"The Baron's own circus was soon in action, and on Saturday, April 20th, von Richthofen scored his 79th and 80th kills, shooting down two Sopwith Camels",
"Billeted at this small chateau, von Richthofen was just two days from going on leave",
" But, fatefully, he had one more day of flying combat",
"The morning of Sunday, April 21st, 1918, was unusual",
" The wind, which normally ensured that most air combat occurred over German lines, had reversed direction",
" At 9:45, the Baron took off with two small formations of Fokker triplanes",
"A little after 10:40, they spot a patrol of five Sopwith Camel fighters from RAF 209 Squadron and turn to face them",
" As the dogfight begins, two novice pilots, one German, one Allied, are under strict instructions to remain above the fray듰on Richthofen is babysitting his young cousin Wolfram",
" Likewise, Wilfrid May, a new recruit from Canada, has been ordered by Captain Roy Brown not to engage the enemy",
"DENNY MAY: Roy told him to not get involved in any fight, to get up on top, watch, get used to seeing other aircraft in the air, don't do anything stupid, and come back alive",
" He was frightened out of his mind, I'm sure, at that point",
"NARRATOR: As fighting erupts, May stays above the combat as instructed",
" But when he sees a triplane tantalizingly close, adrenaline takes hold and he decides to attack",
 The pilot is Wolfram von Richthofen,
But the Red Baron's eagle eye quickly spots the danger,
" Suddenly finding himself under attack, May breaks away from the fight and dives desperately for home",
" Sensing his 81st victory, von Richthofen closes in to get behind May",
 Eyewitnesses on the ground spot the two fighters heading down the Somme Valley,
"Moments later, a third airplane is seen: it is Captain Roy Brown, giving chase to protect his young recruit",
 Von Richthofen attacks,
" Although the Camel can fly faster than the triplane, May shows his inexperience by zigzagging, which slows him down",
DENNY MAY: He was doing things that probably you shouldn't do with an aircraft,
 He was really frightened at that point and didn't know what to do,
 So he started flying very erratically,
 He was doing tight turns,
" He was zooming around trees, very",
down very close to the river,
"NARRATOR: Von Richthofen fires again, but at least one of his guns jams, and May is reprieved",
"Now over Allied territory, ground gunners are trying to get the red triplane in their sights",
" Over the village of Vaux, both planes narrowly miss the church belfry",
" Meanwhile, Captain Brown dives steeply to make his attack on the Baron",
 He unleashes a quick burst of fire and pulls up and away sharply to avoid hitting the ground,
The Baron continues his pursuit of May up the steep slope of the Morlancourt Ridge,
" Over the crest of the ridge, Australian gunners Buie and Evans let rip with their Lewis machine guns",
" And just below the crest of the ridge, another Australian, Sergeant Cedric Popkin swings his Vickers machine gun into action",
"The red triplane makes a sharp turn back toward the German lines, then stalls and lands roughly in a nearby field",
 Lieutenant May is saved,
"DENNY MAY: There was a cloud of dust, and then, at that point, my dad quickly flew over the scene, and then headed back to Bertangles to the aerodrome",
"NARRATOR: Manfred von Richthofen, the greatest ace of World War I, was dead, shot through the chest by a single bullet",
"Why did Germany's master tactician break his own rules, pursuing Wilfrid May far into enemy territory, low down and all alone?",
A crucial factor may have been the change in the wind direction,
" Instead of the normal west to east, it had turned east to west and it probably carried von Richthofen over the Allied lines far more quickly than he anticipated",
BRADLEY M,
" KING: It's very easy to get incredibly disorientated when you are that low down, because all your landmarks have gone",
 You can't see that village,
 You can't see that church spire,
 You can't see the enemy battery over there,
"PHILIP SABIN:	Von Richthofen is at fault in not watching behind him and taking care of his own security as he usually did",
 It's a case of target fixation,
" And he's got tunnel vision, focused exclusively on his target",
"SUZANNE FISCHER: I think he broke his own rules because he was suffering from post-traumatic stress, and he didn't care anymore",
" He didn't really want to fight, but he was not able to let himself be taken away from combat",
" He didn't want to shirk his duty so he just let whatever happened, happen",
"BARON HERMANN VON RICHTHOFEN: Yes, he disobeyed his own rules for reasons which we do not know, which we cannot pursue nowadays, but he did, and he paid for it with his life",
"NARRATOR: Von Richthofen's uncharacteristic errors have perplexed scholars, but above all, controversy continues over who brought him down",
 The RAF officially credited the kill to Captain Roy Brown of 209 Squadron,
" But was it, in fact, a bullet from Brown that struck the Baron?",
DENNY MAY: My dad didn't see Roy Brown attack the Red Baron's aircraft,
 All he saw was that the Red Baron all of a sudden turned away and broke off the fight,
" After he talked to Roy, and Roy said, ""I came in and I shot at the aircraft,"" he said, ""Then you saved my life",
NARRATOR: Von Richthofen's body was taken to an RAF base at Poulainville where several medical examinations were carried out,
 They showed that he had been mortally wounded by a single ,
"303 bullet that entered several inches below the right armpit and passed up through the chest, emerging just below the left nipple",
 Both Allied aircraft and ground gunners used the same ,
303 ammunition,
"The direction, distance and timing of this fatal shot are vital clues that have been constantly debated",
" Starting from the medical reports, author and aviation historian Norman Franks has been re-investigating the mystery",
"NORMAN FRANKS (Aviation Historian): Once we looked at the pathology, we interviewed two or three eminent pathologists, and they said that the sort of wound that he would have suffered would have given him no more than 12 to 20 seconds of life once he was hit듥ust enough to get down",
ALEX IMRIE: I've spoken,
"I've asked a few pilots about this듮hose that were there드nd one in particular, Rudolph Stark, a Bavarian, he was flying that morning, and he reckons that Richthofen was still alive when he landed because he said the triplane was so touchy to fly, it was absolutely impossible for it to land smoothly on its own",
"NARRATOR: Although mortally wounded, had von Richthofen somehow managed to wrestle his aircraft safely to the ground? Eighty years after the event, an important new piece of evidence surfaced in a letter from the son of an Allied soldier who claimed to be the first to reach the crashed triplane",
"SON OF GUNNER ERNEST TWYCROSS (Excerpt from 1973 letter): My father's officer sent my father down to take the pilot prisoner, which my father did",
 My father was the first man to the aircraft and the pilot tried to say something in German to my father,
 The pilot then sighed and died,
BRADLEY M,
 KING: This added a whole new dimension to the final moments of Richthofen's life and confirmed that the aircraft came down intact,
 It was practically flown down,
" Richthofen was still alive, which nobody had known about before",
"NARRATOR: If von Richthofen was still alive on the ground, the shooter must have fired at him no more than 20 seconds or so before he landed",
 Was Captain Brown at the right spot and at the right angle to have fired the fatal shot?,
A second new piece of evidence now emerged,
 It was a large collection of correspondence from the 1930s between a former World War II RAF officer and surviving witnesses of the Baron's last flight,
 It had lain neglected for 60 years,
In the collection was a letter from an Australian engineer called Darbyshire who was watching the action from the Somme canal,
" Crucially, he was in a position to see both von Richthofen and Captain Brown",
"SERGEANT GAVIN DARBYSHIRE (Excerpt from 1937 letter): I turned to look at the two leading planes just going over the ridge, heard a burst of gunfire, and the Fokker stopped in its stride and did the first half of a loop, then straightened out and fluttered down out of sight as if doing a pancake landing",
 By this time the third plane was just approaching the ridge,
" I was amazed later to hear that the Hun was brought down by a plane, as the chaser was not firing at the time the German stopped",
NARRATOR: Darbyshire's statement was a vital clue,
NORMAN FRANKS: He saw the triplane coming back over the ridge rear-up and then crunch down in a forced landing,
" That, to us, indicated when he was hit, which was way past Brown's attack",
"NARRATOR: After the war, Captain Roy Brown chose not to make further statements about his attack on the Red Baron",
DENNY MAY: Roy was quite convinced he had shot that red triplane down,
 He never wavered from that,
" If there was any reticence, it's just that he hated the war",
 He was a sick man at this point,
" He was looking out for his men, worried about them all, and not wanting to become a hero in anybody's eyes",
 He was just doing a job,
"NARRATOR: When contacted in the 1930s, Roy Brown continued to refuse to answer any direct questions",
CAPTAIN ROY BROWN (excerpt from letter): There is no point in my making any statement when official records are in existence,
NARRATOR: Captain Brown probably fired on von Richthofen from behind and above left,
" But as the medical reports showed, the Baron was hit by an upward-traveling shot to the right side",
" After more than eighty years, most of the evidence fails to support Brown's claim",
 So who did fire the fatal shot?,
Ballistics tests can reveal the effect of a bullet fired from different ranges,
" When a human body is hit there's an explosive effect called hydrostatic shock듮he closer the range, the greater the wound damage",
"PETER FRANKS (Ballistics Consultant): If the bullet had struck von Richthofen at close range, I would have expected a more explosive-type wound",
" Now the evidence is that the wounds were actually probed by the medical staff after he had been shot down, and they were actually able to follow the bullet-path through the body",
"NARRATOR: A low-damage, low-velocity hit would indicate a long range shot",
" Moreover, one of the medical orderlies actually found the ",
303 bullet that had killed the Baron,
"PETER FRANKS:	The fact that the bullet was found intact inside the clothing of Richthofen is another indicator that it was a long range shot",
 And I would say that would be probably 600 yards plus,
"NARRATOR: Australian Gunners Buie and Evans were in range and could have hit von Richthofen, as they claimed, some 20 or 30 seconds before he is known to have died",
" But, by their own testimony, they were firing face on to the triplane so they could not have hit von Richthofen on the right hand side",
"NORMAN FRANKS: So we asked our gun expert, what do we need to look at? He said, ""Have you got somebody who knows what they're doing, 600 yards away, and he's firing at Von Richthofen's right side?"" We said ""yes",
" He said, There's your man",
"NARRATOR: Perched on the slope was the Australian gunnery sergeant, Cedric Popkin",
 He had followed the fight and now swung his Vickers gun through 180 degrees in case the red triplane re-appeared,
 He was in luck,
"NORMAN FRANKS: In our view and final analysis, the best candidate for bringing down von Richthofen was Cedric Popkin, Australian Sergeant machine gunner",
"NARRATOR: Though he was their greatest foe, the Allies buried Manfred von Richthofen alongside their own dead on April 22, 1918, with full military honors",
BARON HERMANN VON RICHTHOFEN: It is very sad and ironic that he was killed at the height of his competence and success,
" On the other hand, he would not have survived as a kind of symbol for chivalrous warfare as he has in being killed",
"NARRATOR: With the new evidence about von Richthofen's death, we may be closer to the truth, but eyewitness testimony always leaves room for doubt",
 The circumstances surrounding the Baron's death will continue to be shrouded in mystery,
DENNY MAY: I don't think that the world will ever know for sure who shot the Red Baron down,
 That's a question that will go on in the minds of people for years and years and years,
"NARRATOR: In death, Manfred von Richthofen became an icon of a period that saw the dawn of aerial combat and modern warfare",
" His legend grew, not merely because of his 80 victories, a score which would not be beaten until World War II, but because his dashing career recalls a brief era of innovation and heroism, although it came at unthinkable cost to human life",
SUZANNE FISCHER: I think the Red Baron's real achievement was his legacy of squadron tactics,
" And it wasn't just that he developed them, but he actually wrote them down so that people could use them and still do use them today",
 His other achievement was his love of technology and pushing to get the best aircraft produced as quickly as possible,
"NARRATOR: In four short years, aerial combat had evolved from an amateurish sport to a deadly efficient killing operation",
 But now the evidence of von Richthofen's death suggests a final irony,
" If he indeed was killed in action by an old fashioned gun from the ground, the Red Baron may never have lost a dogfight",
